TRAVEL_ID,LODGING_NM,LODGING_PAYMENT_SEQ,LODGING_TYPE_CD,RSVT_YN,CHK_IN_DT_MIN,CHK_OUT_DT_MIN,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC
f_f002556,호텔701,1,2,Y,,,1,,㈜여기어때컴퍼니 ,서울 강남구 봉은사로 479,,3122004,1168010500,2023-05-29 04:56,1,42000,MO-도보특가
f_f002565,복분솔밭캠핑장,0,5,Y,,,2,,,복분리2-5,,,,,5,100000,
f_f002568,와바클래식,1,2,Y,,,2,,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-05-26 10:09,3,59500,부산 광안리 와바클래식
f_f002575,나인뷰풀빌라,1,3,Y,,,2,,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-06-04 00:00,1,200000,숙박비
f_f002579,켄싱턴호텔 평창,0,1,Y,,,3,,,강원 평창군 진부면 진고개로 231,강원 평창군 진부면 간평리 221-1,,,,2,141500,
f_f002583,브라운도트 경주양남점,0,1,Y,,,2,,,경북 경주시 양남면 양남로 279,경북 경주시 양남면 수렴리 21-5,,,,1,79000,
f_f002584,동해해상호텔,1,1,N,,,2,,동해해상관광호텔,경북 영덕군 강구면 삼사길 108-10,,4754160,4777031033,2023-06-09 22:44,1,40000,숙박비
f_f002589,쏠비치 양양,0,4,Y,,,4,,,강원 양양군 손양면 선사유적로 678,강원 양양군 손양면 오산리 23-4,,,,1,323000,
f_f002593,블루모아,0,2,N,,,2,,,경북 경주시 태종로685번길 24,경북 경주시 노서동 181-21,,,,5,90000,
f_f002595,오루펜션,1,3,Y,,,2,,하얀나래B,경남 거제시 동부면 거제대로 1001,경남 거제시 동부면 학동리 213-8,2006004,4831032028,2023-05-17 00:41,1,0,
f_f002596,테마모텔,0,2,Y,,,1,,,부산 서구 송도해변로 187,부산 서구 암남동 171-9,,,,1,40000,
f_f002597,호텔탑스빌,1,2,N,,,1,,호텔탑스빌,강원특별자치도 강릉시 강동면 헌화로 1007-34,강원특별자치도 강릉시 강동면 정동진리 27-3,3220051,5115034028,2023-06-07 16:09,1,55000,숙박비
f_f002604,한화리조트 경주,1,4,Y,,,2,,웨어고,서울 강남구 테헤란로79길 6,서울 강남구 삼성동 144-19,4166758,1168010500,2023-03-26 00:00,1,60000,(네고왕)한화리조트 전지점 초특가 행사
f_f002609,오릉한옥게스트하우스,0,6,Y,,,2,,,경북 경주시 국당2길 12-17,경북 경주시 사정동 327-7,,,,4,100000,
f_f002610,스테이하우스,1,3,Y,,,2,,에어비앤비,,,,,2023-05-31 20:29,1,134592,숙박비
f_f002612,오다가다,1,7,Y,,,1,,오다가다 게스트하우스,경북 포항시 북구 죽도시장4길 21-12,경북 포항시 북구 죽도동 12-133,4712586,4711311600,2023-06-06 00:00,1,45000,1인실(여성전용)
f_f002614,리더스모텔,1,2,Y,,,1,,㈜야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-06-06 10:27,1,30000,대구 동대구역 리더스
f_f002621,포게더카라반,0,5,Y,,,4,,,경남 거제시 사등면 덕호해안길 147-1,경남 거제시 사등면 덕호리 269,,,,1,410000,
f_f002624,망상오토캠핑리조트,1,4,Y,,,5,,,,,,,2023-06-06 00:00,1,200000,든바다112호
f_f002630,포항스테이호텔,1,1,Y,,,2,,포항스테이호텔,경북 포항시 남구 중앙로131번길 1,경북 포항시 남구 해도동 415-1,4709520,4711110300,2023-05-30 00:00,3,115174,숙박비
f_f002632,어반스테이 속초등대점,1,1,Y,,,2,,㈜야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-05-31 00:00,3,145306,어반스테이 속초등대
f_f002633,경안글로브,1,5,Y,,,2,,경안글로브,경북 경주시 강동면 새마을로 1124-50,경북 경주시 강동면 다산리 316-3,3018003,4713037024,2023-05-27 10:09,1,40000,숙박비
f_f002647,구황스테이,1,11,Y,,,2,,에어비앤비,,,,,2023-05-13 12:31,1,115530,숙박비
f_f002648,경주20번가펜션,0,3,Y,,,2,,,경북 경주시 양남면 솔숲3길 17,경북 경주시 양남면 신대리 20-80,,,,4,0,
f_f002652,서라벌토기관광펜션,1,3,Y,,,4,,서라벌토기관광펜션,경북 경주시 보불로 66-29,경북 경주시 마동 294-4,3305022,4713013200,2023-06-04 17:04,1,117000,
f_f002653,아이스퀘어호텔,1,1,Y,,,2,,주식회사 여기어때컴퍼니,서울 강남구 봉은사로 479,서울 강남구 삼성동 51-2,3122004,1168010500,2023-05-30 10:23,3,164773,아이스퀘어호텔
f_f002655,드림센터,0,1,Y,,,3,,,경북 경주시 보문로 280-34,경북 경주시 북군동 116,,,,4,50000,
f_f002656,ORA춘천베어스호텔,0,1,Y,,,1,,,강원 춘천시 스포츠타운길 376,강원 춘천시 삼천동 300-3,,,,1,115000,
f_f002676,바람의언덕 호텔&리조트,1,4,Y,,,2,,주식회사 여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-06-04 00:00,3,224500,HO디럭스 히노끼 노천
f_f002691,하루게스트하우스,0,7,Y,,,2,,,강원 속초시 장안로 19-1,강원 속초시 동명동 261-6,,,,1,17600,
f_f002691,호텔리츠,0,2,N,,,2,,,강원 속초시 영금정로 27,강원 속초시 동명동 2,,,,4,30000,
f_f002695,메어블릭,0,3,Y,,,2,,,강원 강릉시 사천면 해안로 904-10,강원 강릉시 사천면 방동리 112,,,,1,119000,
f_f002699,위드호텔,1,1,Y,,,1,,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-05-31 11:16,1,60000,강릉 위드 호텔(강릉역점)
f_f002704,그레이195호텔,1,1,Y,,,2,,장유그레이195,경남 김해시 삼문로 19,경남 김해시 대청동 317-1,3335033,4825012900,2023-05-30 13:27,3,80000,숙박비
f_f002711,예그리나숲캠핑장 B구역,0,5,Y,,,1,,,강원 영월군 주천면 중선로 609-4,강원 영월군 주천면 판운리 909,,,,5,50000,
f_f002715,설악산 생태탐방원,1,9,Y,,,3,,설악산생태탐방원,강원특별자치도 인제군 북면 쇠리길 106-40,,4499100,5181032023,2023-05-30 14:58,1,80740,숙박비
f_f002720,블리스호텔,0,2,Y,,,2,,,경남 양산시 물금읍 물금역2길 10-1,경남 양산시 물금읍 물금리 380-31,,,,1,55000,
f_f002721,더비경프라이빗빌라,1,3,Y,,,3,,더비경 프라이빗 풀빌라,경북 예천군 풍양면 덕암로 1123-35,경북 예천군 풍양면 효갈리 1079-1,3311015,4790041042,2023-05-11 15:26,1,230000,숙박비
f_f002721,더비경프라이빗빌라,2,3,Y,,,3,,더비경프라이빗풀빌라,경북 예천군 풍양면 덕암로 1123-33,,3311015,4790041042,2023-06-05 11:16,1,30000,
f_f002728,인제스피디움,1,1,Y,,,3,,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-06-01 10:10,1,149000,인제스티디움
f_f002728,포트뷰,1,2,Y,,,3,,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-06-02 00:00,1,60000,양양 포트뷰 HOTEL
f_f002729,별헤는밤모텔,1,2,Y,,,2,,(주)위메프,서울 강남구 영동대로 502,,2122002,1168010500,2023-05-31 00:00,1,106700,[숙박페스타]속초 별 헤는밤
f_f002742,나폴리하우스,0,3,Y,,,4,,,강원 고성군 토성면 교암길 24,강원 고성군 토성면 교암리 179,,,,2,163800,
f_f002744,브라운도트 대구수성점,1,1,Y,,,2,,(주)티몬,서울 강남구 압구정로 118,서울 강남구 신사동 529-4,3122007,1168010700,2023-05-30 00:00,1,49000,(숙박세일페스타)(수성구)대구 브라운도트-수성점
f_f002756,오션뷰 호텔,1,1,Y,,,1,,㈜여기어때컴퍼니,서울 강남구 봉은사로 479,서울 강남구 삼성동 51-2,3122004,1168010500,2023-06-02 19:46,1,40000,MO-스탠다드 마운틴뷰 테라스
f_f002764,브라운도트호텔 정자해수욕장점,1,1,Y,,,2,,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-05-30 21:51,1,85000,
f_f002783,루오,0,3,Y,,,2,,,경북 청도군 풍각면 봉수길 642,경북 청도군 풍각면 수월리 195,,,,4,0,
f_f002785,호텔인썸니아,1,1,Y,,,2,,동성로 인썸니아,대구 중구 동성로2길 27-1,대구 중구 삼덕동1가 11-6,4223084,2711010500,2023-06-05 00:00,1,110000,숙박비
f_f002788,호텔인트로,1,1,Y,,,2,,㈜야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-06-03 00:48,1,130000,부산 해운대 호텔 인트로
f_f002793,강릉코지하우스펜션,1,3,Y,,,2,,현대카드PRIVIA여행,,,,,2023-06-02 13:47,1,102024,강릉 코지하우스 펜션
f_f002817,소노벨 경주,1,4,Y,,,4,,소노호텔앤리조트,서울 송파구 법원로 135,서울 송파구 문정동 641-3,3350849,1171010800,2023-06-05 16:09,1,149000,숙박비
f_f002833,벨리타펜션,1,3,Y,,,3,,(주)여기어때컴퍼니 ,서울 강남구 봉은사로 479,,3122004,1168010500,2023-05-23 00:00,1,107916,양양 벨리타펜션
f_f002863,고릴라호텔,0,2,Y,,,2,,,강원특별자치도 원주시 봉화로 28,강원특별자치도 원주시 단계동 858-9,,,,4,51000,
f_f002867,후연지한옥펜션,0,3,Y,,,2,,,경북 경주시 내남면 포석로 435-7,경북 경주시 내남면 용장리 114-11,,,,1,22000,
f_f002885,비학산소풍,0,5,Y,,,6,,,경북 포항시 북구 신광면 상읍길 285-35,경북 포항시 북구 신광면 상읍리 769-1,,,,3,300000,
f_f002893,강촌뷰티풀펜션,0,3,Y,,,3,,,강원 춘천시 남산면 강촌로 186,강원 춘천시 남산면 방곡리 390-1,,,,5,80000,
f_f002899,라한호텔 포항,1,1,Y,,,2,,주식회사 라한호텔,경북 포항시 북구 삼호로265번길 1,경북 포항시 북구 두호동 367,4712286,4711312000,2023-06-06 00:00,1,130000,숙박비
f_f002980,소노캄 델피노,0,4,Y,,,6,,,강원특별자치도 고성군 토성면 미시령옛길 1153,강원특별자치도 고성군 토성면 원암리 403-24,,,,1,240000,
f_f003254,하이원리조트,0,4,N,,,2,,,강원특별자치도 정선군 고한읍 하이원길 265-1,강원특별자치도 정선군 고한읍 고한리 144-15,,,,4,0,
f_f003537,BNB호텔,0,2,Y,,,2,,,부산 연제구 월드컵대로114번길 15,부산 연제구 연산동 746-1,,,,3,20000,
f_f003553,육백마지기,0,5,N,,,2,,,,강원특별자치도 정선군 정선읍 회동리,,,,4,0,
f_f003808,호텔유아인,1,2,Y,,,2,,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-07-02 16:43,1,22900,부산 온천장 YOU아인 
f_f003829,집,0,11,N,,,4,,,대구 북구 고성북로 34,,,,,4,0,
f_f003913,강릉오죽한옥마을,1,6,Y,,,4,,이니시스_중소3_강릉시청,서울 중구 통일로 92,서울 중구 순화동 1-170,3000008,1114016800,2023-06-10 22:19,1,165000,강릉 오죽한옥마을
f_f003916,경주게스트하우스 프랜드,0,7,Y,,,3,,,경북 경주시 북정로33번길 7,,,,,1,50000,
f_f003926,동백호텔 해운대점,0,1,Y,,,2,,,부산 해운대구 구남로8번길 17,부산 해운대구 우동 540-8,,,,1,60000,
f_f003928,저문강에삽을씻고,0,3,Y,,,3,,,강원특별자치도 횡성군 횡성읍 화성로 104,강원특별자치도 횡성군 횡성읍 북천리 48-2,,,,5,120000,
f_f003942,웰리힐리파크,1,4,Y,,,4,,웰리힐리파크,강원특별자치도 횡성군 둔내면 고원로 451,강원특별자치도 횡성군 둔내면 두원리 204,3013025,5173033026,2023-05-06 09:51,1,199000,[TV]23년 NEW 웰리힐리파크 익사이팅 풀패키지(4인)
f_f003949,태백관광호텔,1,1,Y,,,3,,,,,,,2023-07-14 14:39,1,95000,특실(vip)가족방
f_f003958,월드스테이트 속초,1,1,Y,,,1,,아고다,,,,,2023-07-02 00:00,1,130309,월드스테이트 속초 레지던스호텔
f_f003966,세인트존스호텔,1,1,Y,,,2,,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-06-15 00:19,1,282000,강릉 세인트존스호텔 
f_f004020,AG405호텔,1,1,Y,,,2,,아고다,,,,,2023-07-03 00:00,1,163807,AG405 
f_f004029,CELL27 스파풀빌라펜션,1,3,Y,,,2,,경주 CELL27독채풀빌,경북 경주시 감포읍 경감로 2807-7,,3305005,4713025027,2023-06-26 20:06,3,95000,숙박비
f_f004030,마린뷰호텔,0,1,Y,,,2,,,부산 수영구 광안해변로278번길 42,부산 수영구 민락동 181-154,,,,3,190000,
f_f004048,소노벨청송 솔샘온천,0,4,N,,,5,,,,경북 청송군 주왕산면 하의리 859,,,,3,48000,
f_f004050,국립대관령자연휴양림,1,5,Y,,,4,,국립자연휴양림관리소,대전 서구 복수북로 21,대전 서구 복수동 292-2,3166034,3017010100,2023-07-14 13:41,1,16500,숙박비
f_f004069,베니키아호텔 비즈인,0,1,Y,,,3,,,강원특별자치도 원주시 만대로 7-1,강원특별자치도 원주시 무실동 1724-12,,,,1,240000,
f_f004070,시우와당,0,7,Y,,,3,,,경북 경주시 첨성로99번길 21,경북 경주시 황남동 224-1,,,,5,240000,
f_f004085,경포수호텔,1,1,Y,,,3,,(주)야놀자 ,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-06-22 00:00,1,140000,강릉 경포대 수 호텔
f_f004089,오크밸리리조트,0,4,Y,,,4,,,강원특별자치도 원주시 지정면 오크밸리1길 66,강원특별자치도 원주시 지정면 월송리 1061,,,,5,275000,
f_f004106,블랑비치펜션,1,3,Y,,,5,,주식회사 여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-06-14 00:11,1,310000,PE-B302(가족룸/오션뷰) 
f_f004107,바카스하우스,0,8,Y,,,4,,,금동삼봉길 49-4,,,,,5,300000,
f_f004110,SL호텔 강릉,0,1,Y,,,2,,,강원특별자치도 강릉시 주문진읍 주문로 59,강원특별자치도 강릉시 주문진읍 교항리 190-4,,,,1,203000,
f_f004118,오션투유리조트 속초설악비치 호텔앤콘도,1,4,Y,,,4,,이비즈네트웍스,서울 강남구 봉은사로105길 54,서울 강남구 삼성동 85-19,4166326,1168010500,2023-04-30 00:00,1,194000,[TV]오션투유리조트 힐링 바캉스 풀패키지4인권
f_f004122,소노벨 청송,1,4,Y,,,3,,소노 호텔앤리조트,서울 송파구 법원로 135,서울 송파구 문정동 641-3,3350849,1171010800,2023-07-09 16:15,1,105000,숙박비 
f_f004122,소노벨청송 솔샘온천,0,4,Y,,,3,,,,경북 청송군 주왕산면 하의리 859,,,,1,30000,
f_f004123,신라스테이 해운대,1,1,Y,,,2,,신라스테이 해운대,부산 해운대구 해운대로570번길 46,부산 해운대구 우동 629-6,4199275,2635010500,2023-07-29 14:36,1,77000,숙박비
f_f004134,KT경주수련관,0,1,Y,,,2,,,경북 경주시 엑스포로 30,경북 경주시 신평동 150-5,,,,4,0,
f_f004140,하우스웨이더블,0,3,Y,,,3,,,강변로 298-15,,,,,5,228000,
f_f004159,구황스테이,0,7,Y,,,2,,,경북 경주시 원효로 268,경북 경주시 구황동 857-12,,,,1,94059,
f_f004166,한화리조트 해운대,0,4,N,,,2,,,부산 해운대구 마린시티3로 52,부산 해운대구 우동 1410-3,,,,1,145400,
f_f004171,인제스피디움,0,1,Y,,,2,,,강원특별자치도 인제군 기린면 상하답로 130,강원특별자치도 인제군 기린면 북리 1500,,,,1,110000,
f_f004173,에어비앤비 숙소,1,11,Y,,,2,,에어비앤비,,,,,2023-07-06 13:16,1,51988,숙박비
f_f004176,템플온더비치 클럽,1,5,Y,,,2,,템플온더스테이,강원특별자치도 양양군 현남면 창리길 19-1,강원특별자치도 양양군 현남면 시변리 43,4505198,5183034024,2023-07-03 09:49,1,260000,숙박비
f_f004178,갤러리모텔,0,2,Y,,,2,,,강원특별자치도 정선군 정선읍 어천길 22,강원특별자치도 정선군 정선읍 애산리 592,,,,5,50000,
f_f004187,갯골산머루민박,0,8,Y,,,4,,,강원특별자치도 인제군 인제읍 인제로103번길 82,강원특별자치도 인제군 인제읍 남북리 236,,,,5,140000,
f_f004191,호텔1,1,1,Y,,,1,,㈜여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-07-07 00:02,1,70560,캡슐 럭셔리 싱글-숙박비
f_f004193,휘닉스평창 오렌지동,0,4,Y,,,2,,,강원특별자치도 평창군 봉평면 태기로 228-33,강원특별자치도 평창군 봉평면 면온리 946-7,,,,1,119000,
f_f004200,금호설악리조트,1,4,Y,,,6,,주식회사 인터파크,서울 강남구 삼성로 512,서울 강남구 삼성동 157-1,3122005,1168010500,2023-05-23 07:11,1,0,금호 설악 리조트
f_f004209,하루게스트하우스,1,7,Y,,,1,,(주)여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-07-07 05:19,3,40000,속초 하루 게스트 하우스
f_f004213,웰리힐리파크,1,4,Y,,,5,,웰리힐리파크,강원특별자치도 횡성군 둔내면 고원로 451,강원특별자치도 횡성군 둔내면 두원리 204,3013025,5173033026,2023-05-26 00:00,1,199000,숙박비
f_f004216,베이스캠프,0,5,Y,,,2,,,강원특별자치도 강릉시 사천면 해안로 940-12,강원특별자치도 강릉시 사천면 사천진리 91-1,,,,5,150000,
f_f004222,가야산국립공원 백운동야영장,1,5,Y,,,2,,가야산국립공원사무소,경남 합천군 가야면 가야산로 1200,경남 합천군 가야면 야천리 886,3348001,4889033032,2023-07-05 14:37,1,70000,숙박비
f_f004244,SL호텔 강릉,1,1,Y,,,2,,(주)인터파크,,,,,2023-06-06 22:13,1,52000,SL호텔 강릉
f_f004252,미드타운호스텔,1,7,Y,,,1,,아미인터내셔널,대구 중구 중앙대로77길 47,,4223132,2711010900,2023-07-07 13:39,1,20902,미드타운 호스텔 402호 도미토리 8인실(남성)
f_f004253,머물곶 2호점,0,5,Y,,,2,,,울산 울주군 서생면 해맞이로 1236-20,울산 울주군 서생면 대송리 210-4,,,,5,120000,
f_f004255,파라다이스호텔부산,1,1,Y,,,3,,파라다이스호텔부산,부산 해운대구 해운대해변로 296,부산 해운대구 중동 1408-5,3133043,2635010600,2023-07-21 10:43,3,400000,
f_f004255,파라다이스호텔부산,2,1,Y,,,3,,파라다이스호텔,부산 해운대구 해운대해변로 296,,3133043,2635010600,2023-07-21 10:44,1,5600,
f_f004272,라클라우드펜션,1,3,Y,,,2,,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-07-03 12:45,1,94050,강릉 라클라우드팬션
f_f004276,넘버25호텔 광안리점,1,1,Y,,,2,,㈜여기어때컴퍼니,서울 강남구 봉은사로 479,서울 강남구 삼성동 51-2,3122004,1168010500,2023-07-12 00:05,1,81000,숙박비
f_f004277,비바체리조트,1,4,Y,,,3,,주식회사 리아타운,경남 하동군 청암면 청학로 876,,3344017,4885040023,2023-07-13 01:46,1,392900,비바체리조트
f_f004308,지지호텔,1,1,Y,,,2,,아고다,,,,,2023-07-03 00:00,1,95580,숙박비
f_f004311,휘닉스 평창,0,4,Y,,,2,,,강원특별자치도 평창군 봉평면 태기로 174,강원특별자치도 평창군 봉평면 면온리 1095-1,,,,1,100000,
f_f004312,탑스텐호텔,0,1,Y,,,3,,,강원특별자치도 강릉시 옥계면 헌화로 455-34,,,,,4,174000,
f_f004375,황남채,1,6,N,,,2,,황남채,경북 경주시 손효자길 7-8,경북 경주시 황남동 296-6,4715697,4713011000,2023-07-18 22:02,3,145000,
f_f004376,송정콘도,1,4,Y,,,2,,송정콘도,강원특별자치도 강릉시 창해로 141,강원특별자치도 강릉시 송정동 208-1,3220043,5115011400,2023-07-12 00:00,1,88000,숙박비
f_f004380,아난티힐튼 부산,1,1,Y,,,3,,아고다,,,,,2023-07-13 02:03,1,413820,숙박비
f_f004381,토암산자연휴양림,1,9,Y,,,2,,토함산자연휴양림,경북 경주시 문무대왕면 불국로 1208-45,경북 경주시 문무대왕면 장항리 산 599-2,3305029,4713031534,2023-07-04 12:27,1,75000,숙박비
f_f004385,에이치 애비뉴,1,2,Y,,,2,,(주)여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-07-07 11:41,1,145000,골든스탠 숙박비
f_f004389,계곡,0,3,N,,,8,,,오색리 370,,,,,4,0,
f_f004389,모나미펜션,0,3,Y,,,8,,,,,,,,5,90000,
f_f004393,더뮤즈호텔,1,1,Y,,,2,,아고다,,,,,2023-07-25 00:00,1,178774,The Muse Hotel & Residence
f_f004395,호텔올레,1,1,Y,,,2,,㈜위메프 ,서울 강남구 영동대로 502,서울 강남구 삼성동 168-6,2122002,1168010500,2023-07-10 00:00,3,49000,춘천 HOTEL 올레
f_f004396,시월오일,1,3,Y,,,2,,㈜티몬,서울 강남구 압구정로 118,서울 강남구 신사동 529-4,3122007,1168010700,2023-07-10 00:00,1,99000,[강릉시]강릉 시월오일펜션
f_f004415,라라그릴하우스,1,5,Y,,,1,,NAVER FINANCIAL,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-07-10 00:00,1,159000,라라플레이스
f_f004420,이상원미술관 스테이,0,1,Y,,,2,,,강원특별자치도 춘천시 사북면 화악지암길 99,,,,,1,130000,
f_f004423,쏠비치 삼척,1,1,Y,,,2,,11번가,서울 중구 한강대로 416,,2005005,1114011800,2023-06-22 16:45,1,292400,소노호텔앤리조트 16개지점 
f_f004428,테레인바이더블류펜션,0,3,Y,,,1,,,강원특별자치도 강릉시 해안로 370,강원특별자치도 강릉시 초당동 453-3,,,,1,220000,
f_f004440,아쿠아베이,0,5,Y,,,2,,,경북 포항시 남구 운하로 207-21,경북 포항시 남구 송도동 253-5,,,,1,200000,
f_f004441,호텔 라쿠스,1,1,Y,,,2,,아고다,,,,,2023-07-09 00:00,1,144500,경주호텔 라쿠스
f_f004448,성주뷰펜션,0,3,Y,,,3,,,경북 성주군 금수면 무학1길 11-5,경북 성주군 금수면 무학리 172,,,,5,230000,
f_f004461,소소한이야기,1,3,Y,,,2,,양양 소소한이야기 펜션,강원특별자치도 양양군 현북면 하조대3길 26,강원특별자치도 양양군 현북면 하광정리 635-1,4505210,5183033030,2023-05-01 09:28,1,188100,숙박비
f_f004462,흥정스케치펜션,0,3,Y,,,3,,,강원특별자치도 평창군 봉평면 흥정계곡4길 33,강원특별자치도 평창군 봉평면 흥정리 361-13,,,,1,180000,
f_f004464,레고랜드코리아리조트 레고랜드호텔,1,1,Y,,,4,,(주)야놀자 ,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-07-07 00:00,1,297000,레고랜드 코리아 리조트
f_f004465,마티에오시리아호텔,1,1,Y,,,4,,한화호텔앤드리조트(주),부산 기장군 기장읍 동부산관광7로 17,부산 기장군 기장읍 시랑리 736,3350900,2671025033,2023-07-16 14:33,1,40000,
f_f004465,마티에오시리아호텔,2,1,Y,,,4,,웨어고,,,,,2023-03-25 00:00,1,60000,한화리조트 전지점 초특가 행사
f_f004466,아르반시티호텔,1,1,Y,,,2,,아고다,,,,,2023-08-03 00:00,1,81954,아르반 시티 호텔
f_f004471,넘버25 울산번영로점,0,1,Y,,,1,,,울산 남구 왕생로45번길 18,울산 남구 달동 1248-11,,,,1,59500,
f_f004484,프룩스플럭스호텔,1,1,Y,,,2,,프룩스플럭스호텔,경북 경주시 양남면 동해안로 440,경북 경주시 양남면 하서리 12-1,3000101,4713032021,2023-07-04 00:00,3,250000,숙박비
f_f004484,프룩스플럭스호텔루프탑,0,1,Y,,,2,,,경북 경주시 양남면 동해안로 440,,,,,4,0,
f_f004488,나무집2,0,8,Y,,,3,,,소돌안길 29,,,,,2,197313,
f_f004489,언바운디 경주,2,1,Y,,,2,,아고다,,,,,2023-07-10 00:00,1,200000,숙박비
f_f004498,핑크문,0,3,Y,,,3,,,두릉골길 24-34,,,,,1,207956,
f_f004506,아리아나호텔,1,1,Y,,,3,,,,,,,,1,131662,숙박비 
f_f004510,선돌흙집펜션,0,3,Y,,,2,,,강원특별자치도 영월군 남면 남애길 131-13,강원특별자치도 영월군 남면 북쌍리 24-2,,,,5,180000,
f_f004513,보문프로포즈펜션,1,3,Y,,,2,,보문 프로포즈 펜션,경북 경주시 천북면 목실길 14-25,경북 경주시 천북면 물천리 872-1,4715434,4713038021,2023-07-09 16:00,3,109000,숙박비
f_f004516,위드엘펜션,1,5,Y,,,4,,NAVER FINANCIAL ,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-07-11 00:00,1,190000,달(글램핑)
f_f004518,휘게51,0,7,Y,,,2,,,강원특별자치도 동해시 오일장길 23-1,강원특별자치도 동해시 구미동 496-3,,,,1,90000,
f_f004522,크림호텔,1,1,Y,,,3,,(주)여기어때컴퍼니 ,서울 강남구 봉은사로 479,,3122004,1168010500,2023-07-11 17:07,1,60000,경주 크림호텔
f_f004523,Casa906,1,11,Y,,,2,,에어비앤비,,,,,2023-07-20 16:18,1,85492,숙박비
f_f004524,시크릿파크스파펜션,0,3,Y,,,6,,,경북 포항시 북구 흥해읍 해안로 1816-8,경북 포항시 북구 흥해읍 오도리 76-3,,,,5,354300,
f_f004526,백두대간생태수목원,1,9,Y,,,4,,한국정보통신(주),,,,,2023-06-01 17:15,1,110000,석병산 캠핑예약 
f_f004533,켄싱턴호텔 평창,1,1,Y,,,4,,(주)이랜드파크 켄싱턴호텔 평창,강원특별자치도 평창군 진부면 진고개로 231,,3220059,5176036028,2023-07-07 00:00,3,319000,[단독특가]키즈월드 디럭스룸 패키지
f_f004535,마티에오시리아호텔,1,4,Y,,,2,,한화호텔앤드리조트(주)/마티에오시리아,부산 기장군 기장읍 동부산관광7로 17,부산 기장군 기장읍 시랑리 736,3350900,2671025033,2023-07-16 15:02,1,70000,숙박비
f_f004557,경포호,0,1,N,,,4,,,,강원특별자치도 강릉시 초당동,,,,4,0,
f_f004557,컨피네스오션스위트,1,1,Y,,,4,,(주)야놀자 ,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-06-16 07:17,3,350000,컨피네스 오션 스위트
f_f004558,해링턴타워광안디오션오피스텔,1,11,Y,,,2,,에어비앤비,,,,,2023-07-13 17:34,1,192381,해링턴타워 광안
f_f004561,한옥스테이 마루,1,6,Y,,,2,,한옥스테이 마루,경북 안동시 태사길 65-50,경북 안동시 옥정동 436-2,4722134,4717010700,2023-07-23 15:10,3,220000,사랑방과 안방(2인)
f_f004562,토요코인 대구동성로점,0,1,Y,,,1,,,대구 중구 동성로1길 15,대구 중구 동성로3가 91-9,,,,2,69830,
f_f004578,토요코인호텔 부산중앙역점,0,1,Y,,,2,,,부산 중구 중앙대로 125,부산 중구 대창동1가 22-4,,,,1,77946,
f_f004582,한화리조트 설악쏘라노,1,4,Y,,,6,,한화호텔앤드리조트(주),강원특별자치도 속초시 미시령로2983번길 111,강원특별자치도 속초시 장사동 24-1,4469063,5121011300,2023-07-17 11:22,1,243000,
f_f004585,아카펠라 게스트하우스,1,7,Y,,,1,,강릉 아카펠라 게스트하우스,강원특별자치도 강릉시 동부시장3길 7,강원특별자치도 강릉시 옥천동 288-2,4460351,5115010900,2023-07-19 19:58,1,35000,여성 도미토리-조식포함
